37,Cocos,2023-10-02,0.10000000000000009,2023-10-04
33,Cocos,2023-10-02,0.10000000000000009,2023-10-04
34,Cocos,2023-10-02,0.10000000000000009,2023-10-04
35,Cocos,2023-10-02,0.10000000000000009,2023-10-04
36,Cocos,2023-10-02,0.10000000000000009,2023-10-04
38,Cocos,2023-10-02,0.10000000000000009,2023-10-04
39,Cocos,2023-10-02,0.10000000000000009,2023-10-04
40,Cocos,2023-10-02,0.10000000000000009,2023-10-04
41,Cocos,2023-10-02,0.10000000000000009,2023-10-04
42,Cocos,2023-10-02,0.10000000000000009,2023-10-04
43,Cocos,2023-10-02,0.10000000000000009,2023-10-04
44,Cocos,2023-10-02,0.10000000000000009,2023-10-04
45,Cocos,2023-10-02,0.10000000000000009,2023-10-04
46,Cocos,2023-10-02,0.10000000000000009,2023-10-04
47,Cocos,2023-10-02,0.10000000000000009,2023-10-04
48,Cocos,2023-10-02,0.10000000000000009,2023-10-06
49,Cocos,2023-10-02,0.10000000000000009,2023-10-06
50,Cocos,2023-10-02,0.10000000000000009,2023-10-06
51,Cocos,2023-10-02,0.10000000000000009,2023-10-06
52,Cocos,2023-10-02,0.10000000000000009,2023-10-06
